post_id,text,created_at,finbertptbr_prediction,gpt_prediction,real_sentiment
1824195854816678177,"ptista e isentolândia tá levando tanta tinta, que quem não faz o l só pode tar maluco. ibov subindo é só a cereja no bolo",2024-08-15T18:25:58.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824196012208165036,"ibovespa fecha acima dos 134 mil pontos, com 8ª alta seguida e chega à máxima de 2024  via",2024-08-15T18:26:35.000000Z,POSITIVE,POSITIVE,POSITIVE
1824205010235691151,"ibov /mercados
estamos numa festa regada. o horário da festa: 1:00h a.m",2024-08-15T19:02:21.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824205716636221599,agora posta ai o ibovespa em dolar. inflaçao e desvalorizaçao do real tb fazem a bolsa subir,2024-08-15T19:05:09.000000Z,NEGATIVE,NEUTRAL,NEGATIVE
1824205961436840151,"afterhours | o ibovespa fechou em alta de 0,63%, aos 134.153 pontos, influenciado pelo avanço dos mercados internacionais depois da divulgação de novos dados econômicos nos estados unidos.
leia mais:",2024-08-15T19:06:07.000000Z,POSITIVE,POSITIVE,POSITIVE
1824209627963072766,pobre não come ibovespa,2024-08-15T19:20:42.000000Z,NEUTRAL,NEUTRAL,NEGATIVE
1824214967400198504,"esse link que tu postou é de dois meses atrás, olha o que tá acontecendo com o ibov em agosto.",2024-08-15T19:41:55.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824215953787494546,ibovespa sobe e fecha acima dos 134 mil pontos com otimismo externo; petz cai 9%,2024-08-15T19:45:50.000000Z,POSITIVE,POSITIVE,POSITIVE
1824222037629341950,fechamento de mercado: oito e contando: ibovespa no topo histórico,2024-08-15T20:10:00.000000Z,POSITIVE,POSITIVE,POSITIVE
1824227297865445738,sumiu hoje! o que você achou na máxima histórica da ibovespa?,2024-08-15T20:30:54.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824237138310832361,ibovespa hoje: irb (irbr3) dispara 30% após balanço; petz (petz3) desaba,2024-08-15T21:10:01.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824239110086689177,jbs e brf do  seu presidente lula puxou bastante esse índice também. mas comparando a ibovespa com outras bolsa de valores importantes no mundo ela tem o pior resultado ou um dos piores para de mal caráter ficar postando para confundir as pessoas,2024-08-15T21:17:51.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824239486680830434,"vendo o volume todo dessa subida do ibov nos últimos dias, vc não achou a entrada de gringos fraca? subiu 11 mil pontos",2024-08-15T21:19:21.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824239634265886789,"no oitavo dia de altas sucessivas, o  ibovespa rompeu sua resistência de 200 dias!",2024-08-15T21:19:56.000000Z,NEGATIVE,POSITIVE,NEUTRAL
1824241702824972594,"no atualidades pampa desta quinta-feira (15), os comunicadores repercutiram os assuntos mais comentados dos últimos dias, como o índice ibovespa que atinge máxima histórica e ainda tem espaço para crescimento, irã que está cada vez +",2024-08-15T21:28:09.000000Z,NEUTRAL,POSITIVE,POSITIVE
1824246721905349065,ibovespa tocou a máxima mas mercado interno andou muitooo pouco ainda,2024-08-15T21:48:06.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824258797667315850,"não consigo ver o que o urbano falou mas o meu ponto é que não existe nenhum investimento mais simples e acessível que renda tanto. ipca+6 ganha de cdi, ibovespa, poupança tudo.... bate a grande maioria dos fundos de investimentos que cobram taxas caríssimas",2024-08-15T22:36:05.000000Z,NEUTRAL,POSITIVE,NEUTRAL
1824260818222911825,acho que o ibovespa vai forma um m bem legal,2024-08-15T22:44:06.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824269182893986093,"nos mercados não tem ninguém reclamando dos preços. tô do mundo só comentando, com alegria, a alta do ibovespa graças ao painho lula. 
no busão tá todo mundo feliz com o aumento das ações.
obrigado haddad, por taxar a shein p/ subir o ibovespa. é isso que pobre precisa!!",2024-08-15T23:17:21.000000Z,NEUTRAL,POSITIVE,NEGATIVE
1824269182948585789,"isso também não é verdade ""se meros mortais investir só perderá"".
uma posição mais sensata seria falar que o investidor médio em ações no br terá a rentabilidade do índice ibovespa - média do mercado br.",2024-08-15T23:17:21.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824271115713175576,"vc está all in em ibov, all in em all coin, btc… toda outra vc quer acertar o fundo, o topo, a hora que vai acontecer tudo, suas análises são bem estranhas.",2024-08-15T23:25:01.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824312273638211884,"iremos... voltaremos aos 69k, após tocar os 459 mil pontos no ibov",2024-08-16T02:08:34.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824316768535367996,ibov/btc tá barato mas ainda nao tá de grátis.,2024-08-16T02:26:26.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824372973295333855,agora o foco é: o que vale é ibovespa em dólar.,2024-08-16T06:09:46.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824374735527915984,por isso que qualquer um com mais de um neurônio não investe só na ibovespa,2024-08-16T06:16:46.000000Z,NEUTRAL,NEGATIVE,NEUTRAL
1824378296320020892,"sabe o bacen? tá dominado! 
o lula vai anunciar semana que vem os novos diretores do banco central, e o gabriel galípolo vai ser o presidente.
o mercado financeiro tá curtindo a ideia , e o ibovespa chegou a 134.574 pontos, o maior valor da história. 
os outros nomes são fernando honorato, gilneu vivan e juliana mozachi, que vão ficar responsáveis pelas diretorias de  política monetária, regulação e relacionamento, respectivamente.
agora vai 
créditos :
 link da matéria",2024-08-16T06:30:55.000000Z,NEUTRAL,POSITIVE,POSITIVE
1824389379374063683,"ibov nas máximas….
venda na baixa e compre na alta, continuem seguindo os gurus do caos até quebrar!!!",2024-08-16T07:14:58.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824391574760849580,"ibov nas máximas e minha carteira com oito de dez ações no negativo. vai entender! 
no geral estão com 6% no vermelho.",2024-08-16T07:23:41.000000Z,POSITIVE,NEGATIVE,NEGATIVE
1824409513220268237,"ibovespa subiu 0,63% atingirá a máxima histórica.
isso quer dizer ,efeito lula
chupa mais essa elite medíocre!",2024-08-16T08:34:58.000000Z,POSITIVE,NEGATIVE,POSITIVE
1824413898256035847,ibovespa atinge maior nível no ano,2024-08-16T08:52:23.000000Z,POSITIVE,POSITIVE,POSITIVE
1824414671652131241,"ficam falando num ciclo de baixa do ibov que é melhor só ficar na renda fixa, certeza que serão os compradores de topo histórico no ciclo de alta que sempre volta a aparecer...",2024-08-16T08:55:28.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824415605325173168,"com ibovespa na máxima histórica, eu fico me perguntando como está aquele pessoal que, poucos meses atrás, entrou em pânico e enfiou todo o patrimônio em ipca+6.",2024-08-16T08:59:10.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824416162836271480,ibovespa bate recorde histórico aos 134 mil pontos!!!,2024-08-16T09:01:23.000000Z,POSITIVE,POSITIVE,POSITIVE
1824417604657615038,"quem entende muito é você
05/08 - ain, ibov vai sentir efeito da bolsa de tóquio
15/08 - ibov 134 mil pontos, recorde histórico",2024-08-16T09:07:07.000000Z,NEUTRAL,POSITIVE,POSITIVE
1824418328951070743,ibovespa atinge maior nível no ano: como voltamos ao bom momento na bolsa?,2024-08-16T09:10:00.000000Z,POSITIVE,POSITIVE,POSITIVE
1824420615060594796,"eu fico pensando quando as pessoas que estão felizes com ath do ibov, descobrirem que em dolar o ibov esta com ath de 2006.",2024-08-16T09:19:05.000000Z,NEUTRAL,NEUTRAL,NEGATIVE
1824420856908448044,abertura de mercado: exterior e commodities testam o fôlego do ibovespa,2024-08-16T09:20:03.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824422313997046001,quanto que o ibovespa está dando no ano ?,2024-08-16T09:25:50.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824424409441984827,ibovespa futuro continua em alta? taporra,2024-08-16T09:34:10.000000Z,POSITIVE,POSITIVE,POSITIVE
1824424971638042942,e quem eh o idiota q investe em etf do ibov?,2024-08-16T09:36:24.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824425621012783143,ibovespa em alta= 5 ações.,2024-08-16T09:38:58.000000Z,POSITIVE,POSITIVE,NEUTRAL
1824428132939473350,recorde do th ibov dolarizado e do nao dolarizado são do lula faz o l,2024-08-16T09:48:57.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824429789584699819,e pq diabos eles estão dizendo que o ibov está  em máxima histórica?,2024-08-16T09:55:32.000000Z,NEGATIVE,NEUTRAL,NEGATIVE
1824430168372351370,ibov futuro em máxima histórica em real.,2024-08-16T09:57:03.000000Z,POSITIVE,POSITIVE,POSITIVE
1824432385187893327,"esquenta dos mercados 
bom dia!
os jogos olímpicos de paris terminaram há exatamente uma semana. e o ibovespa aparentemente teve a sensibilidade de aguardar o fim da olimpíada para buscar novos recordes.
a bolsa brasileira estabeleceu no pregão de on…",2024-08-16T10:05:51.000000Z,NEUTRAL,POSITIVE,POSITIVE
1824432848754929925,investidores terminam a semana na expectativa de um recorde; o que esperar do ibovespa (ibov),2024-08-16T10:07:42.000000Z,NEUTRAL,POSITIVE,POSITIVE
1824439771722031115,"mais um “recorde histórico” do ibovespa piazada! 
kkkkkkkkk",2024-08-16T10:35:12.000000Z,POSITIVE,POSITIVE,POSITIVE
1824440026924474740,"ibovespa abre com alta nesta sexta e ativos mostram estabilidade
no pregão de hoje (16), o ibovespa abriu com valorização, com ativos mantendo estabilidade e outros apresentando ganhos crescentes.
saiba mais em",2024-08-16T10:36:13.000000Z,POSITIVE,POSITIVE,POSITIVE
1824440649095000365,"o ibovespa avança nesta sexta-feira, com investidores monitorando dados da economia brasileira e dos estados unidos, e em uma semana de fortes ganhos para o mercado acionário.
leia mais:",2024-08-16T10:38:41.000000Z,POSITIVE,POSITIVE,POSITIVE
1824440838593843545,"no longo prazo, vai ganhar mais que no ibovespa. grande recessão a caminho.",2024-08-16T10:39:27.000000Z,POSITIVE,NEUTRAL,NEGATIVE
1824442256733991260,"e de novo, ibov e ouro batendo ath concomitantes",2024-08-16T10:45:05.000000Z,NEGATIVE,POSITIVE,POSITIVE
1824445985109475346,otimo né... os maiores ipo da ibov perderam 50% de valor de mercado.. fizeram o certo,2024-08-16T10:59:54.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824449907542900839,ibovespa avança e renova níveis recordes com queda dos juros futuros,2024-08-16T11:15:29.000000Z,NEGATIVE,POSITIVE,POSITIVE
1824450686118998329,"qual a capitalizaçao de mercado do indice?
voce sabe o que é um indice?
ibov nao é b3
quando se fala em bolsa e fuga de capital, é b3 e nao ibov",2024-08-16T11:18:34.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824455254101864534,super tranquilo! ibovespa na máxima e 95% das ações com queda de ~80% nos últimos anos!,2024-08-16T11:36:43.000000Z,NEGATIVE,POSITIVE,NEGATIVE
1824455290084835775,se você não tem ações tá comemorando o recorde historico de pontos no ibovespa por que ?,2024-08-16T11:36:52.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824456171035726165,"sai cielo (ciel3), entram auren (aure3) e caixa seguridade (cxse3): o que a b3 planeja para o ibovespa a partir de setembro",2024-08-16T11:40:22.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824456791788318747,segunda prévia do ibovespa confirma três novidades:,2024-08-16T11:42:50.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824466999701131519,"tá nervosa? imagina investir na bolsa em 2023/dez com ibovespa em 134k e ela só chegar nesse valor agora dia 16/08/2024. 8 meses de desvalorização. pobre falando de bolsa é engraçado, achei que pobre como você não comia ação.",2024-08-16T12:23:24.000000Z,NEUTRAL,NEGATIVE,NEGATIVE
1824470634912428483,"na bozolandia o brasil vai muito mal , mas na vida real o brasil está crescendo e superando expectativas. 
bolsa batendo recorde
exportações batendo recorde
desemprego desabando 
inflação dentro da meta 
pib subindo e surpreendendo",2024-08-16T12:37:51.000000Z,NEGATIVE,POSITIVE,POSITIVE
1824472548140101657,"eu acho engraçado uma coisa. quando o ibovespa tava subindo no governo bolsonaro é ruim, afinal os grandes capitalistas estão ganhando dinheiro retirando a mais valia do pobre trabalhador.
agr, quando é no governo lula... tendi kkkkkkkkkkkkkk vcs estão nem aí para o trabalhador.",2024-08-16T12:45:27.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824475382306721997,"itaú bba: ibovespa agora segue em direção aos 137, 140 e 150 mil pontos",2024-08-16T12:56:42.000000Z,POSITIVE,POSITIVE,POSITIVE
1824476114636484659,engraçado como esse pessoal grita pra falar de máxima história no ibovespa sendo que se colocar em dólar deve ta dando uns -12%,2024-08-16T12:59:37.000000Z,NEUTRAL,NEGATIVE,NEGATIVE
1824478433780420624,"não precisa se perguntar amigo, o retorno tá disponível pra todo mundo comparar :
quem aplicou em março em ntnb está ganhando 3% no ano vs ibov 4,5% 
e quem aplica regularmente em imab5 tá dando um pau no ibov mesmo",2024-08-16T13:08:50.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824480555515171267,"msci brazil em reais também não esta no ath, é o ibov que depois de 2014 ficou bom mesmo..rs",2024-08-16T13:17:16.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824486641349587306,"sinal poderoso de baixa no ibov, meu palpite é uma correção até 132.400 no mínimo.",2024-08-16T13:41:27.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824486863865802927,"++ segunda prévia do ibovespa (ibov) confirmou a entrada das ações da caixa seguridade (cxse3), auren (aure3) e santos brasil (stbp3). e mostrou a saída da dexco (dxco3).
prévia conta 86 ativos de 83 empresas.
será divulgada mais uma prévia em 30 de agosto.",2024-08-16T13:42:20.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824487431384494356,ibov em dólar tá como amigão?,2024-08-16T13:44:35.000000Z,NEUTRAL,NEUTRAL,NEGATIVE
1824494563878375766,"ibov/ difut
difut , di sobe e bolsa sobe, esse dólar está barato?
estamos operando funcionalmente , ou subjetivamente disfuncional?",2024-08-16T14:12:56.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824498717128552831,"ibovespa ainda sem forças para se descolar do zero: alta curta de 0,01%, aos 134.161,39 pontos.",2024-08-16T14:29:26.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824500167581765870,"o roberto campos neto não pode ver o ibov bater máxima e dólar caindo que ele abre a boca para falar merda. competição dele e do luleco para ver quem fala mais merda.
parabéns aos envolvidos.",2024-08-16T14:35:12.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824502780372906244,"porra vc quer comprar ""investidor de bolsa"" com os acéfalos q joga em tigrinho? pqp, agora sei pq nosso qi é baixo.
tu acha q pobre tem condição e conhecimento pra entrar em uma ibovespa?
se fude ne",2024-08-16T14:45:35.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824512750942556221,"vish aí o gráfico fica feio em, o gráfico do $ewz também tá bem pior que do ibovespa.",2024-08-16T15:25:12.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824514783057440931,"ibov tá enfeiando com essa barra de inversao ai na vizinhança do ultimo topo histórico, vamo ver o volume de negociaçao no fechamento
dolar ta fazendo um padrao similar mas num suporte anterior; se fechar acima dos 5.490 hoje com um volume razoável é mal sinal",2024-08-16T15:33:16.000000Z,NEGATIVE,NEUTRAL,NEGATIVE
1824518441019007412,"campos/reach: se juros locais caírem, bolsa brasil tem muito espaço p/andar",2024-08-16T15:47:48.000000Z,NEGATIVE,POSITIVE,POSITIVE
1824521513539866981,"investidor estrangeiro 
retiraram r$ 457,301 milhões da b3 em 14/08, naquele dia o ibovespa fechou em alta de 0,69%.
em agosto o fluxo é positivo em r$ 2,766 bi, enquanto que no ano de 2024, a b3 acumula saldo negativo r$ 33,804 bi",2024-08-16T16:00:01.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824533825763922284,"otimismo global faz semana ser positiva.  ibovespa atinge maior nível do ano puxado pelas principais ações da b3. ,s&amp;p500, nasdaq e dow jones sobem bastante. ouro passa de 3% de alta. bitcoin indeciso tem leva alta. real se valoriza pouco. 
no vídeo a semana em 39 segundos.",2024-08-16T16:48:56.000000Z,POSITIVE,POSITIVE,POSITIVE
1824544350652477443,"investir no ibov é burrice, investir em empresas brasileiras não.
o brazil tem empresas incríveis, mas o índice ibovespa é um péssimo índice.",2024-08-16T17:30:46.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824549104380227692,porque a maioria dos gestores de fundos e investidores profissionais têm dificuldades em superar a rentabilidade de índices como o s&amp;p500 e o ibovespa.,2024-08-16T17:49:39.000000Z,NEGATIVE,NEUTRAL,NEGATIVE
1824550665659494829,"ibovespa acumula alta de 2,5% na semana e fica perto de máxima histórica; dólar baixa a r$ 5,46",2024-08-16T17:55:51.000000Z,POSITIVE,POSITIVE,POSITIVE
1824555513264189701,ibovespa fecha em queda e adia novo topo histórico,2024-08-16T18:15:07.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824557044457681208,"após oito dias seguidos de alta, o ibovespa encerrou o dia em queda de 0,15%, na casa dos 134 mil pontos. o dólar está cotado a r$ 5,46. confira as principais informações de economia na última edição do cnn mercado com fernando nakagawa.",2024-08-16T18:21:12.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824557780964893009,"apesar de ter renovado sua máxima histórica intradiária aos 134.781,44 pontos, o ibovespa fechou o pregão desta sexta-feira em leve queda de 0,15%, encerrando aos 133.953,25 pontos. a retração interrompeu uma sequência de oito altas consecutivas, mas o",2024-08-16T18:24:08.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824562224288911720,"ibovespa renovou máxima histórica mas fechou em queda de -0,15%
bancos cairam com ifnc deixando estrela cadente, ibov copiou.
ibov deixou sinal tímido de possível topo. se confirmar tem espaço para corrigir, se anular configura single bar para tenta buscar o próximo alvo.",2024-08-16T18:41:47.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824562992702271757,hahahaha o cara meteu um time específico que o ibov bateu o btc e tá conversando muita merda. deve ser jogador do tigrinho,2024-08-16T18:44:50.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824565248130441704,"alguém tem como fazer esse estudo? puxar a rentabilidade das empresas em 2024, e verificar quantas ficaram abaixo do ibov, e quantas acima?",2024-08-16T18:53:48.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824567029233275183,"ibovespa fecha em baixa, realizando lucros.
 ibovespa 133.953,25 (-0,15%)
 volume r$ 28,6 bilhões
 dólar r$ 5,4678 (-0,29%)",2024-08-16T19:00:53.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824591386764619815,"já falei isso umas par de vez, quando o fed cortar juros esse dólar despenca e o ibov dispara seja lá qual for o fiscal, só se tiver alguma coisa muito grave.",2024-08-16T20:37:40.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824592471222870459,o cara pensando na cotação do ibov pra não gozar logo e a mulher achando ruim.,2024-08-16T20:41:59.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824598743217258778,qual o topo do ibov em dólar?,2024-08-16T21:06:54.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824603270335123524,"me falou.....
""ibov vai cair!!!  
na próxima baixa posso usar esse tweet e dizer q eu cravei.""
disse pra ficar à vontade...esperando q retuitasse os 119 k...
ibov tava 128.300...
não retuitou o meu tuite a 119 k....
e com o ibov a 134,xx.....ainda esperando retuitar...os 134,xx",2024-08-16T21:24:53.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824612213107106265,"não acreditem que ibov no ath e juros futuros caindo, todas small caps vão subir. tem muitas que são casos perdidos. analogia em achar que todos os idosos são gente boa.  pau que nasce torno nunca se endireita",2024-08-16T22:00:25.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824614869980606943,comparar ibov com jogo do tigrinho tem que ser muito burro,2024-08-16T22:10:59.000000Z,NEGATIVE,NEGATIVE,NEUTRAL
1824620562389295326,acho um bom case. e próxima pernada do ibov será 149k. e as smalls vão disparar. mas vou esperar o 3,2024-08-16T22:33:36.000000Z,NEUTRAL,NEUTRAL,POSITIVE
1824621092599631872,ibovespa: mercado segue animado com dados do ibc-br.,2024-08-16T22:35:42.000000Z,POSITIVE,POSITIVE,POSITIVE
1824625569700389196,"depois de um  rali de 8 dias, o ibovespa estava no topo dos últimos 200 pregões e precisava realizar lucros!",2024-08-16T22:53:30.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824628416814985229,e a demanda continua crescendo e aos 30 dias já foi recuperada a tendência de alta dos volumes do ibovespa.,2024-08-16T23:04:49.000000Z,POSITIVE,POSITIVE,POSITIVE
1824630585324621888,"esta realização de lucros só vai ficar mais complicada se for perdido o viés de alta dos pontos do ibovespa no curto prazo, que é medido pelo macd do índice, e por enquanto não há evidências e que isto pode acontecer.",2024-08-16T23:13:26.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824727242456302009,"se você olhar para o ibovespa corrigido pelo ipca, verá que estamos aproximadamente em 60% da máxima histórica corrigida monetariamente.
vc deveria se perguntar como não notou até hoje que um ponto do ibovespa vale hoje exatamente o mesmo que há 30 anos.",2024-08-17T05:37:31.000000Z,NEUTRAL,NEUTRAL,NEGATIVE
1824733704540819830,"confira o top 5 semanal dos ativos da bolsa. 
ativos considerados: ações: ibov, fiis: ifix, etfs: etf e bdrs: bdrx.
economatica, a mais potente, completa e intuitiva plataforma de dados financeiros das américas.",2024-08-17T06:03:11.000000Z,POSITIVE,NEUTRAL,NEUTRAL
1824772066022723992,"estão ganhando cerca de 10% ao ano bruto. provavelmente estão rindo deste post, pois quem botou seu dinheiro no ibov em 1o de janeiro só ganhou 4,8%. e sorriem ao lembrar que para o ibov pelo menos empatar com a renda fixa ele precisa fechar o ano em 140.500 pontos.",2024-08-17T08:35:37.000000Z,NEUTRAL,NEUTRAL,NEGATIVE
1824779604105568623,"gestor: ibovespa é um índice ruim
menos de 20% dos gestores batem esse péssimo índice.",2024-08-17T09:05:35.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824783942395859081,"ibov está na máxima, o ewz não. isso é fato, tá no gráfico .  agora essa questão de dólar e real x ipca de período é outra coisa.",2024-08-17T09:22:49.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824799028065734798,"já alertei isso aqui várias vezes.
a b3 tira peso das ações que caem e concentra nas que sobem. bancos só aumenta o peso na carteira (claro sobem).
a concentração do ibovespa em poucas ações na maioria das vezes gera a falsa impressão de alta ou baixa no mercado.  
segue o",2024-08-17T10:22:46.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824805242522722414,"dólar, olha ibovespa em dólar. coitado de quem ficou na bolsa ano passado",2024-08-17T10:47:27.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824831049823650166,"ibovespa sobe 2,5% na semana, e analistas veem espaço para recordes em 2024",2024-08-17T12:30:00.000000Z,POSITIVE,POSITIVE,POSITIVE
1824835974754676980,"calma pessoal, os faria limers estão dizendo que a longo prazo vai ficar tudo bem. que é só comprar ibov, montar uma carteira top e investir 200 por mês que em 10 anos atinge a liberdade financeira!!!
prudência &amp; sofisticação.",2024-08-17T12:49:34.000000Z,NEUTRAL,POSITIVE,NEUTRAL
1824846408509202846,o ibov não reflete nda! indice totalmente manipulado e ainda assim e sofrível…,2024-08-17T13:31:02.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824866443168522324,"g1 diz que o ibovespa, principal índice de ações da bolsa de valores brasileira, a b3, fechou em alta nesta quinta-feira (15), pela oitava sessão consecutiva. com o resultado, acumulou um avanço de 5,09% no mês, chegando aos 134.153 pontos — maior patamar no ano e",2024-08-17T14:50:39.000000Z,POSITIVE,POSITIVE,POSITIVE
1824869944481239155,"caramba o paulo guedes errou sequência ja pulamos a argentina, já somo a venezuela ! e tem gente acreditando em índice ibovespa ! rapem o tacho da panela e se preparem.",2024-08-17T15:04:33.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1824879956746281317,meu cenário base é uma alta de 2x a 5x no ibov em usd em 3 anos. minha hipótese é baseada em modelos de valuation e perspectivas da economia global. estou no auge do otimismo.,2024-08-17T15:44:20.000000Z,POSITIVE,POSITIVE,POSITIVE
1824928306153836895,"ibov está em resistência forte, th.  após subir 12k (de cabeça a informação),  eu não compraria rompimento se não houver uma correção no preço e no tempo ou no tempo.  caso rompa e se vá, não é muito normal isso acontecer assim. se for movimentação do semanal, pode acontecer.",2024-08-17T18:56:28.000000Z,NEGATIVE,NEUTRAL,NEGATIVE
1824929226622939582,"• alerta de indicador: pl ibovespa
no dia 16/08/2024, o indicador p/l (preço/lucro) do índice ibovespa fechou em 9.76x.
 ↓ gráfico completo em:",2024-08-17T19:00:07.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1824941508723699973,"12% é um crack do ibov, para rentista é ótimo,  para quem aposta nas empresas nacionais é uma merda.",2024-08-17T19:48:56.000000Z,NEGATIVE,NEUTRAL,NEGATIVE
1824964419387895889,"mas braga, são mais de 4 mil fundos, não tem como ir nesse nível de detalhe, mesmo para um profissional. imagina, por exemplo, fazer isso com as empresas que compõem o ibov, tem que ter alguma métrica quantitativa para filtrar. mas a discussão está bem interessante.",2024-08-17T21:19:58.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1824982141945475226,"tese:
em 2034 o índice ibovespa vai estar em 500.000 pontos 
basicamente não existe cenário que isso não aconteça:
exceto: pandemia brutal 2.0; ou guerra civil
nos outros cenários, a bolsa dispara , mesmo no caso de deflação ou hiperinflação ou terceira guerra mundial
hoje, o ewz e o ibovespa são os investimentos mais descontados do mundo",2024-08-17T22:30:23.000000Z,NEUTRAL,POSITIVE,POSITIVE
1824988144631963849,"lembra daquela queda no mercado por conta do início da pandemia? ibov caindo -50%? 
pois é, daqui a meio ano já vai fazer 5 anos que aconteceu.",2024-08-17T22:54:14.000000Z,NEGATIVE,NEGATIVE,NEUTRAL
1825002116106027206,"ilusão: ainnnn ibov é dolarizaduuuu
realidade: -20% bitcoin.",2024-08-17T23:49:46.000000Z,NEUTRAL,NEGATIVE,NEGATIVE
1825062394575360038,"vamos ter um mini ciclo de alta de juros, 3 de 25 ou ate 3 de 50, como acha q tanto ibov e small vao reagir ? (nao é pergunta retorica nao) acho longe d ser obvio q necessariamente com esses aumentos bolsa cai",2024-08-18T03:49:17.000000Z,NEGATIVE,NEUTRAL,NEUTRAL
1825142191687127446,o perigo das eleições municipais; ibov na máxima mas pessimismo com o br...  via,2024-08-18T09:06:22.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1825190501454069995,"aqui seria num fundo de um ""gestor"" descolado que cobra 2/20 e não bate o ibov.",2024-08-18T12:18:20.000000Z,NEUTRAL,NEGATIVE,NEGATIVE
1825244394884153823,é assim ó : ibovespa decolou e minhas ações perderam o voo.,2024-08-18T15:52:29.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1825257678064484588,"vc tá postando ibovespa e eu merval, estamos falando da mesma coisa?",2024-08-18T16:45:16.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1825269693575303493,"ibovespa só tá seguindo a tendência mundial... e o brasileiro cada vez mais perdendo poder de compra, tô até hj esperando a picanha e cervejinha",2024-08-18T17:33:01.000000Z,NEGATIVE,NEGATIVE,NEGATIVE
1825281231921324052,"acompanhamento:
preço inicial ibov 122637
preço atual ibovespa 133953
preço inicial btc/brl 324880
preço atual btc/brl 323028
valor inicial minha carteira passiva 291708
valor atual minha carteira 302839",2024-08-18T18:18:52.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
1825297593338835274,"alta do ibovespa é voo de galinha?
vídeo completo",2024-08-18T19:23:53.000000Z,NEUTRAL,NEUTRAL,NEUTRAL
