tweet,source,human_sentiment,has_human_label,date,stock,known_pumper,price_region,inflection_point,tweet_volume,hour,dayofweek,is_weekend,is_market_hours,fb_polarity,fb_label
"are you serious?... check this out:
renault investe r$ 2 bilhões no pr;
lula3: recorde na bolsa e menor desemprego em dez anos;
ibovespa em alta pelo 8º pregão seguido, prox. máx. históricas (15/08);
brasil integra lista dos 15 maiores mercados globais de viagens.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 10:38:33+00:00,UNKNOWN,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,neutral
"ibovespa renova máxima histórica, cotado a 135.000.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 10:53:49+00:00,UNKNOWN,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,neutral
"ibovespa renova máxima com aval de vale e bradesco
o ibovespa subia nesta segunda-feira, renovando máxima histórica, com as ações de bradesco entre os destaques positivos após o goldman sachs elevar a recomendação para ""compra"", enquanto os papéis da vale eram também um suporte relevante com alta de mais de 1% na esteira do avanço do minério de ferro.
por volta de 10h40, o ibovespa ibov, referência do mercado acionário brasileiro, mostrava elevação de 0,63%, a 134.803,03 pontos, tendo chegado a 134.858,92 pontos na máxima até o momento, topo histórico intradia. o volume financeiro somava 2,14 bilhões de reais.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 10:54:39+00:00,UNKNOWN,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,neutral
ibov novo ath.. mas e em dolar??? ta faltando ainda,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 11:03:16+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,neutral
"conforme havia falado, o ibovespa cumpriu com a expectativa anterior - teste de topo - mantendo a tendência de alta, assim, fechando a semana com uma valorização significativa de +2,56%.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 11:04:59+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.7134,positive
"ao analisar o gráfico diário do ibovespa, é possível observar que na sexta-feira já houve uma leve pressão vendedora em topo mas nada que indique que o mercado irá corrigir. dado o movimento do gráfico 1d, é crucial monitorarmos o comportamento do mercado ao longo desta semana.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 11:05:01+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.6005,positive
você sabe que o ibov só dispara mesmo quando chega os otimistas corajosos,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 11:27:59+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.5674,positive
efeito lula: ibovespa bate novo recorde e se aproxima dos 135 mil pontos,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 11:27:59+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,neutral
"ibovespa tem 18 anos, o maximo que ja fez foi 2x, isso nao e um investimento e um prejuizo, no minimo ja teria que ter feito 5x ai vc olha a americana agora boa mesmo vai ser a bolsa do rj nao vou dar 5 anos pra ela quebrar de novo os ciclos sempre se repetem no rj",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 11:45:01+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.7169,positive
efeito lula: ibovespa bate novo recorde e se aproxima dos 135 mil pontos  via,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 11:45:34+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,neutral
mercado eleva projeção para taxa selic em 2025; ibovespa abre em alta e mais notícias do mercado,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 11:46:48+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,neutral
efeito lula: ibovespa bate novo recorde e ultrapassa os 135 mil pontos.,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 11:59:43+00:00,UNKNOWN,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,neutral
"sabe de nada inocente, ibovespa tá subindo pq a economia americana começa a da sinal que vai reduzir os juros, isso é só os gringos atrás de juros mais alto",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 12:58:04+00:00,UNKNOWN,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.7857,positive
"ibovespa 160k em 2025?
só o covid foi capaz que interromper (retorno em seguida) clara tendência de alta do ibovespa que se iniciou em 2016!",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 13:00:01+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.634,positive
"ou seja, nao fez porra nehuma, quem investiu em ibovespa desde 2007 esta no zero a zero agora",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 13:00:50+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.7485,positive
"ibovespa  ultrapassa 135 mil pontos pela 1ª vez 
sem nenhum ganho em dólar desde 2005           
ibov quase 20 anos sem ganhos em moeda forte!
cuidado em só analisar dados nominais.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 13:03:00+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.4881,positive
efeito lula: ibovespa bate recorde e ultrapassa os 135 mil pontos pela 1ª vez na história | brasil 247,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 13:14:37+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,neutral
"imagina a correria nas redações para inventar um “fator externo” para esse recorde (e vai subir muito mais) do ibovespa, um “apesar de lula” e, nunca, jamais, um “graças à política econômica simples e genial de lula”.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 13:17:33+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.5795,positive
"mercadofinanceiro: ibovespa avança e atinge marca inédita dos 135 mil pontos, recuperando alta em 2024",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 13:20:00+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,neutral
"top 10 ações do ibovespa com os maiores retornos em julho 
fonte: quantum finance",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 13:37:15+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,neutral
"top 10 ações do ibovespa com os menores retornos em julho
fonte: quantum finance",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 13:40:39+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,neutral
ibov subindo pelo décimo dia consecutivo e por onde andam aqueles políticos de twitter que criticavam o tal “mercado”???? tão lucrando na alta né!!!!,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 13:46:53+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,neutral
"ibovespa dispara, ultrapassa 135 mil pontos pela 1ª vez e dólar cai em queda livre!",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 13:48:47+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.5504,positive
ibov 142.700 quando?,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 13:50:30+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,neutral
só uma altinha da vale o ibov hj!!!!,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 13:59:49+00:00,UNKNOWN,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,neutral
ibovespa hoje: índice alcança marca inédita de 135 mil pontos; veja motivo,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 14:00:27+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,neutral
"se vc tá com dor de corno vendo ibov nas máximas históricas, lembra que ainda restam quase 50% pra small caps.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 14:11:08+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.7534,positive
"efeito lula: ibovespa bate recorde e ultrapassa os 135 mil pontos pela 1ª vez na história
por volta de 12h10, o ibovespa avançava 0,95%, a 135.230,66 pontos e o volume financeiro somava r$ 7,8 bilhões",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 14:15:06+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,neutral
"o q houve no ibov ?
crash pra cima ?",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 14:20:15+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,neutral
"""ainnn, mas o ibov em dólar é isso e aquilo"", diz no twitter o mega investidor que a carteira tem 5 ações da petrobras do lula! kkkk parece o cara q tem um celta 2011 financiado em 48 vezes e tá puto com o haddad por querer taxar offshore! kkkkkk",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 14:27:52+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.6811,positive
"ibovespa renova máxima histórica e ultrapassa 135 mil pontos
às 12h52, o indicador acumulava alta de 1,24%, aos 135.612 pontos. investidores operam a espera uma sinalização do início dos cortes dos juros nos estados unidos.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 14:40:00+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,neutral
"o índice ibovespa ultrapassa a marca dos 135 mil pontos pela primeira vez na história!!!!
aguardando pacientemente a explicação do tal mercado.
efeito lula
faz o l",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 14:40:11+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.5404,positive
"quais as 10 maiores posições do ""riza tavros long bias fim"" na última divulgação
no ano, o fundo está rendendo +19,8% vs +1,1% ibovespa
tem r$ 60m de pl e iniciou em jul/2022",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 14:40:54+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.494,positive
"convenhamos, não bater o índice s&amp;p500 é ruim. mas não bater o ibovespa é patético.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 14:48:18+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,neutral
ibovespa bateu 136k,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 14:49:27+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,neutral
"ibovespa avança 1,60% a 136.064 pts; maior alta intradiária desde abr/2024",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 14:50:43+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,neutral
compre ibovespa e observe como seu patrimônio diminui progressivamente a cada ano em comparação ao dólar. apenas 262% para alcançar o ath... quem diria!,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 14:57:15+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.6327,positive
"""os ativos do ibovespa já estão preparados para a última explosão… essa é violentíssima"" 
se tem ultima explosão então está acontecendo, não ?
não fez sentido nenhum sua resposta pro cara com seu post ali de contexto.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 14:58:06+00:00,UNKNOWN,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.577,positive
"recorde ibovespa 135 mil pontos, as empresas estão apresentando bons resultados em 2024. pib em alta, emprego em alta, salário em alta e consumo em alta.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 15:11:27+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,neutral
"economia: ibovespa chega pela primeira vez aos 136 mil pontos, em recorde histórico; dólar cai a r$ 5,37",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 15:15:19+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,neutral
"ibovespa chega pela primeira vez aos 136 mil pontos, em recorde histórico; dólar cai a r$ 5,37 | economia | g1",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 15:17:30+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,neutral
ibovespa inicia sessão em leve alta um dia após pânico nas bolsas globais,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 15:20:33+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.572,positive
"""faz o l"": ibovespa bate maior pontuação da história e redes brincam | revista fórum",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 15:25:53+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,neutral
sobe mais ibovespa que está pouco…,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 15:42:39+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,neutral
ibovespa é uma piada no momento.,analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 15:58:16+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,neutral
"e seguimos com mais um dia triste para os que torcem contra o país: ibovespa passa dos 136 mil pontos e bate 𝐑𝐄𝐂𝐎𝐑𝐃𝐄 𝐇𝐈𝐒𝐓𝐎́𝐑𝐈𝐂𝐎. dólar cai a r$ 5,38.
𝐄𝐅𝐄𝐈𝐓𝐎 𝐋𝐔𝐋𝐀
cala a boca seu ladrão de jóias, aprenda com quem conhece como se deve governar. seu ladrão",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 15:59:10+00:00,UNKNOWN,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.5776,positive
efeito lula: ibovespa bate recorde e ultrapassa os 135 mil pontos pela 1ª vez na história  via,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 16:00:05+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,neutral
enquanto ibovespa não cai vou montando caixa né fazer o que,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 16:01:30+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,neutral
quanto que vc ganhou com a alta da ibovespa ?,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 16:01:38+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,neutral
"efeito lula: o ibovespa atingiu a maior pontuação da história, um sinal claro de que a economia brasileira está esquentando. esse resultado tem muito a ver com as políticas do governo lula, que está ajudando a economia a se recuperar.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 16:04:18+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.5836,positive
"e seguimos com mais um dia triste para os que torcem contra o país: ibovespa passa dos 136 mil pontos e bate 𝐑𝐄𝐂𝐎𝐑𝐃𝐄 𝐇𝐈𝐒𝐓𝐎́𝐑𝐈𝐂𝐎. dólar cai a r$ 5,38.
𝐄𝐅𝐄𝐈𝐓𝐎 𝐋𝐔𝐋𝐀
chore alto gado kkkkkkkkkk",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 16:21:48+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.5861,positive
"economia: l em recorde histórico, ibovespa chega pela 1ª vez aos 136 mil pontos; dólar tem forte queda e encosta em r$ 5,40",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 16:23:21+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,neutral
"ibovespa 136 mil pontos. high histórico.
só que em reais.
em us$, que é como o investidor estrangeiro enxerga a bolsa, o ibovespa está 25 mil dólares, bem abaixo do high no 44 mil dólares.
by",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 16:27:08+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,neutral
"investidor estrangeiro 
ingressaram r$ 1,291 bilhão da b3 em 15/08, naquele dia o ibovespa fechou em alta de 0,63%.
em agosto o fluxo é positivo em r$ 4,057 bi, enquanto que no ano de 2024, a b3 acumula saldo negativo r$ 32,513 bi",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 16:30:00+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.5679,positive
"$ibov não sentiu o topo anterior e teve excelente continuidade, por hora acredito que a maior probabilidade seja de alta com descobrimento de topo.",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 16:40:00+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.7188,positive
"ibovespa está ""surfando"" a perna mais forte do movimento de alta -",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 16:55:33+00:00,UNKNOWN,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.6757,positive
ibovespa bate recorde e chega a 136 mil pontos pela 1ª vez. dólar cai,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:01:06+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
"em azul btc em reais, em amarelo ibov, últimos 30 dias",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 17:02:44+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.6087,positive
mas tem coisa que vai andar menos que ibov,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 17:03:31+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.6206,positive
ibovespa bate recorde e chega a 136 mil pontos pela 1ª vez: dólar tem queda,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:06:42+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
ibovespa bate recorde e chega a 136 mil pontos pela 1ª vez. dólar cai,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:16:20+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
"vejanegócios | ibovespa avança 1,4% e fecha no maior nível da história",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:19:59+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
você sabe o que é o indice ibovespa?,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 17:27:30+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
"acabei de ver ibovespa fecha no maior patamar da história com cenário global e bc; dólar cai a r$ 5,41 - clique para ver também ☛",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:36:55+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.5897,positive
"ibovespa sobe +1,36% e bate recorde histórico de fechamento - finance news",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:38:02+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
alguém poderia explicar praq serve a ibovespa?,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 17:40:58+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
"e porque, mesmo diante desse consenso, o  ibov só sobe ?",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:41:13+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
"esperando 30 dias para meu fundo resgatar… vai ibov, suba mais, nunca te pesi nada",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:50:42+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.7829,positive
ibovespa bate recorde e chega a 136 mil pontos pela 1ª vez. dólar cai,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:53:43+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
"notíciadevalor: pela primeira vez na história, o ibovespa, principal índice de ações da bolsa de valores brasileira, fechou acima de 135 mil pontos. a forte alta registrada foi puxada pela expectativa de corte de juros nos eua, e gustavo ferreira, do , tem mais detalhes.
 assista ao globonewsmais:",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:54:24+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,neutral
ibovespa avança e renova máximas ao redor de 136 mil pontos com expectativa sobre fed,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 17:58:38+00:00,UNKNOWN,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.7196,positive
"ibovespa sobe 1,5% e bate recorde histórico
o índice bateu seu recorde de pontuação ao longo do pregão, aos 136.179 pontos. nesta segunda-feira (19), o ibovespa, principal índice de ações da bolsa de valores, operou o dia em alta nesta e chega pela pri...",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:02:50+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
ibovespa vai renovar máximas e dólar seguirá em queda?,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:03:15+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
ibovespa chega pela primeira vez na história aos 136 mil pontos.,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:04:43+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"vc serjo o ibovespa hj ? lula se reelege no primeiro turno em 2026 , o desespero de vcs é notório! lixos da história!",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:06:27+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"ibovespa sobe +1,36% e bate recorde histórico de fechamento",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:09:42+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"auspiciosos tempos 
e seguimos com mais um dia triste para os que torcem contra o país: ibovespa passa dos 136 mil pontos e bate 𝐑𝐄𝐂𝐎𝐑𝐃𝐄 𝐇𝐈𝐒𝐓𝐎́𝐑𝐈𝐂𝐎. dólar cai a r$ 5,38.
𝐄𝐅𝐄𝐈𝐓𝐎 𝐋𝐔𝐋𝐀",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:10:22+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"kkkkk, dólar 10%mais caro e o trouxa mete ibovespa .
o ibovespa de hj deve ser menor que o de 2008 corrigindo pela inflação",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 18:13:54+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.662,positive
"se está olhando ibovespa... já está errado. 
tem muitaaaa ação dando sopa. 
ibov é petro , vale e bancos. basicamente.",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 18:20:08+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
ibovespa fecha aos 135 mil pontos e bate recorde histórico de pontuação.,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:22:46+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"tava fazendo umas contas… temos mais uns 50 dias de bull market no ibovespa vai 
depois irei dolarizar 100% do patrimônio, 150% c pá pq comprarei futuro de dólar",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 18:26:33+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.6458,positive
"tava fazendo umas contas… temos mais uns 50 dias de bull market no ibovespa vai 
depois irei dolarizar 100% do patrimônio, 150% c pá pq comprarei futuro de dólar 
só direi um ativo daqui uns 2 meses: tlt tlt tlt tlt tlt",analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 18:27:08+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.5183,positive
meu youtuber falou que vamos ver ibov em 600k até dezembro. alta infinita!!!,analise_sentimentos_ibovespa_twitter.csv,0.0,1.0,2024-08-19 18:41:21+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
ibovespa fecha aos 135 mil pontos e bate recorde histórico de pontuação | economia | g1,analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:41:33+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"apetite por risco põe ibovespa em novo recorde, perto dos 136 mil pontos",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:43:11+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.607,positive
"você é um esquerdista burro e está mentindo para si e para os outros!
abaixo,  o ibov corrigido para o dólar.",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 18:43:16+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.65,positive
"agora
o índice ibovespa ultrapassa a marca dos 135 mil pontos pela primeira vez na história!
qual é a reclamação do mercado agora? faz o l!",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:45:25+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"guide | macro
apito final | ny alcança 8ª alta consecutiva; ibov renova máxima com exterior positivo e queda dos dis",analise_sentimentos_ibovespa_twitter.csv,1.0,1.0,2024-08-19 18:51:21+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
"se não fosse um certo bandido desviando dinheiro pra prefeituras aliadas, defendendo ditaduras e terroristas o ibovespa estaria a 170.000 pontos e o dólar 4,50",analise_sentimentos_ibovespa_twitter.csv,-1.0,1.0,2024-08-19 18:58:24+00:00,UNKNOWN,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,neutral
